text,label,split,label_text
menurutku harga sesuai kualitas buat pemakaian harian sih,2,train,positive
dipakai sebentar langsung bermasalah dari pengalaman pertama menurutku,0,train,negative
harga sesuai kualitas untuk harga segini sih,2,train,positive
fiturnya jalan sesuai deskripsi dari pengalaman pertama buatku,1,train,neutral
buatku pengiriman sesuai estimasi dari segi fitur,1,train,neutral
jujur ya harga tidak sebanding untuk harga segini ya,0,train,negative
jujur ya harga tidak sebanding untuk harga segini banget,0,train,negative
menurutku sejauh ini aman tapi belum spesial sih.,1,train,neutral
review singkat kualitasnya buruk untuk harga segini!,0,train,negative
menurutku pengiriman terlambat dari segi fitur menurutku,0,train,negative
kalau dari pengalamanku fiturnya sering error,0,train,negative
menurutku ga recommended banget,0,train,negative
kalau dari pengalamanku adminnya susah dihubungi buatku...,0,train,negative
review singkat fiturnya cukup membantu dari pengalaman pertama sih,1,train,neutral
kalau dari pengalamanku servis cepat dan memuaskan untuk harga segini menurutku,2,train,positive
review singkat dipakai sebentar langsung bermasalah buat pemakaian harian menurutku,0,train,negative
review singkat pengiriman tepat waktu dari segi fitur sih,2,train,positive
kalau dari pengalamanku delivery tepat waktu untuk harga segini menurutku...,2,train,positive
tidak rekomen buat pemakaian harian buatku,0,train,negative
review singkat produk ini mengecewakan untuk harga segini,0,train,negative
review singkat adminnya susah dihubungi buat pemakaian harian sih,0,train,negative
review singkat produk ini mengecewakan dari pengalaman pertama sih,0,train,negative
review singkat fiturnya sangat membantu buat pemakaian harian!,2,train,positive
buatku packaging rusak waktu sampai dari segi fitur buatku!,0,train,negative
buatku fiturnya jalan sesuai deskripsi buat pemakaian harian...,1,train,neutral
produk ini sangat bagus buat pemakaian harian banget,2,train,positive
menurutku pengiriman terlambat ya,0,train,negative
kalau dari pengalamanku produk ini mengecewakan untuk harga segini,0,train,negative
menurutku pengiriman normal nggak cepat tidak lambat untuk harga segini sih,1,train,neutral
menurutku produk ini sangat bagus dari pengalaman pertama ya,2,train,positive
review singkat harga tidak sebanding untuk harga segini.,0,train,negative
review singkat fiturnya cukup membantu untuk harga segini buatku,1,train,neutral
review singkat saya tidak puas dari pengalaman pertama buatku,0,train,negative
menurutku kualitasnya buruk menurutku,0,train,negative
harga masih oke dari pengalaman pertama ya...,1,train,neutral
review singkat barang datang dalam kondisi jelek dari pengalaman pertama buatku,0,train,negative
jujur ya saya tidak puas untuk harga segini banget!,0,train,negative
menurutku harga sesuai kualitas sih,2,train,positive
review singkat sejauh ini aman tapi belum spesial,1,train,neutral
review singkat pengiriman tepat waktu dari pengalaman pertama,2,train,positive
buatku pengalaman saya biasa saja untuk harga segini sih,1,train,neutral
review singkat pengalaman saya biasa saja dari segi fitur ya,1,train,neutral
buatku harga sesuai kualitas buat pemakaian harian...,2,train,positive
kalau dari pengalamanku kualitasnya lumayan dari segi fitur!,1,train,neutral
review singkat kualitasnya lumayan dari pengalaman pertama bgt,1,train,neutral
menurutku dipakai harian tetap nyaman menurutku...,2,train,positive
review singkat tidak recommended dari pengalaman pertama...,0,train,negative
jujur ya kualitasnya buruk!,0,train,negative
menurutku kualitasnya lumayan dari pengalaman pertama!,1,train,neutral
jujur ya fiturnya sangat membantu dari segi fitur ya.,2,train,positive
review singkat overall masih oke untuk harga segini dari pengalaman pertama bgt,1,train,neutral
review singkat hasilnya tidak buruk tidak istimewa,1,train,neutral
buatku packaging rusak waktu sampai buat pemakaian harian,0,train,negative
menurutku pengiriman sesuai estimasi buat pemakaian harian,1,train,neutral
review singkat harga masih oke sih,1,train,neutral
kalau dari pengalamanku fiturnya jalan sesuai deskripsi dari segi fitur banget,1,train,neutral
buatku overall masih oke untuk harga segini dari pengalaman pertama sih,1,train,neutral
menurutku pelayanan cukup biasa dari pengalaman pertama ya,1,train,neutral
review singkat produk ini standar untuk harga segini menurutku,1,train,neutral
harga sesuai kualitas buat pemakaian harian ya...,2,train,positive
review singkat dipakai sebentar langsung bermasalah menurutku,0,train,negative
jujur ya hasilnya ga buruk tidak istimewa dari pengalaman pertama banget...,1,train,neutral
kalau dari pengalamanku adminnya susah dihubungi buat pemakaian harian buatku,0,train,negative
kalau dari pengalamanku pengiriman normal tidak cepat tidak lambat buatku,1,train,neutral
kalau dari pengalamanku adminnya susah dihubungi sih,0,train,negative
menurutku saya suka hasilnya buat pemakaian harian banget,2,train,positive
jujur ya pengiriman normal nggak cepat tidak lambat dari segi fitur,1,train,neutral
review singkat kualitasnya mantap dari pengalaman pertama,2,train,positive
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian menurutku,1,train,neutral
menurutku produk ini mengecewakan buat pemakaian harian banget,0,train,negative
pengiriman terlambat dari segi fitur menurutku.,0,train,negative
review singkat pengiriman sesuai estimasi dari pengalaman pertama buatku,1,train,neutral
kalau dari pengalamanku pelayanan sangat lambat dari pengalaman pertama buatku,0,train,negative
menurutku pengiriman normal gak cepat tidak lambat dari pengalaman pertama menurutku,1,train,neutral
review singkat worth it banget buat dibeli dari segi fitur banget,2,train,positive
kalau dari pengalamanku fiturnya sering error dari pengalaman pertama,0,train,negative
menurutku adminnya susah dihubungi dari pengalaman pertama banget...,0,train,negative
review singkat packaging rusak waktu sampai buat pemakaian harian!,0,train,negative
menurutku packaging rusak waktu sampai banget,0,train,negative
review singkat kualitasnya mantap untuk harga segini ya,2,train,positive
menurutku pengiriman terlambat buatku,0,train,negative
kalau dari pengalamanku kualitasnya mantap sih,2,train,positive
kalau dari pengalamanku packaging rapi dan aman untuk harga segini menurutku...,2,train,positive
jujur ya packaging rapi dan aman dari segi fitur,2,train,positive
jujur ya adminnya responsif dan ramah untuk harga segini,2,train,positive
servis cukup biasa buat pemakaian harian buatku,1,train,neutral
pengiriman sesuai estimasi sih,1,train,neutral
buatku worth it bnget buat dibeli untuk harga segini menurutku,2,train,positive
buatku barang datang dalam kondisi jelek dari segi fitur buatku.,0,train,negative
jujur ya sejauh ini aman tapi belum spesial dari pengalaman pertama banget,1,train,neutral
kalau dari pengalamanku hasilnya ga buruk tidak istimewa dari segi fitur banget,1,train,neutral
jujur ya recommended banget menurutku,2,train,positive
kalau dari pengalamanku packaging rusak waktu sampai dari segi fitur bgt,0,train,negative
review singkat adminnya responsif dan ramah untuk harga segini menurutku,2,train,positive
kalau dari pengalamanku pelayanan cepat dan memuaskan,2,train,positive
review singkat kwalitasnya lumayan untuk harga segini sih,1,train,neutral
jujur ya produk ini sangat bagus ya,2,train,positive
pengiriman tepat waktu dari segi fitur,2,train,positive
jujur ya barang ini mengecewakan buatku,0,train,negative
buatku dipakai harian tetap nyaman untuk harga segini buatku,2,train,positive
buatku produk ini mengecewakan menurutku,0,train,negative
kualitasnya buruk,0,train,negative
kalau dari pengalamanku fiturnya sangat membantu untuk harga segini ya,2,train,positive
kalau dari pengalamanku fiturnya jalan sesuai deskripsi dari pengalaman pertama banget!,1,train,neutral
menurutku pengiriman sesuai estimasi dari pengalaman pertama ya.,1,train,neutral
pengiriman normal tidak cepat tidak lambat sih,1,train,neutral
jujur ya fiturnya jalan sesuai deskripsi buat pemakaian harian sih.,1,train,neutral
kalau dari pengalamanku pelayanan cukup biasa buat pemakaian harian buatku,1,train,neutral
pengiriman sesuai estimasi dari pengalaman pertama ya...,1,train,neutral
jujur ya adminnya susah dihubungi sih...,0,train,negative
kalau dari pengalamanku pengiriman sesuai estimasi dari pengalaman pertama ya,1,train,neutral
kalau dari pengalamanku pengiriman terlambat dari segi fitur sih,0,train,negative
buatku kualitasnya buruk dari segi fitur bgt,0,train,negative
kalau dari pengalamanku fiturnya sering error dari pengalaman pertama bnget,0,train,negative
buatku dipakai sebentar langsung bermasalah dari pengalaman pertama banget,0,train,negative
menurutku fiturnya cukup membantu sih...,1,train,neutral
kalau dari pengalamanku fiturnya cukup membantu banget,1,train,neutral
review singkat servis cepat dan memuaskan sih...,2,train,positive
jujur ya pengiriman terlambat untuk harga segini menurutku,0,train,negative
jujur ya pengiriman tepat waktu untuk harga segini,2,train,positive
buatku recommended banget untuk harga segini ya,2,train,positive
review singkat fiturnya jalan sesuai deskripsi buat pemakaian harian,1,train,neutral
buatku dipakai sebentar langsung bermasalah dari segi fitur menurutku.,0,train,negative
jujur ya saya suka hasilnya dari pengalaman pertama buatku,2,train,positive
kalau dari pengalamanku harga masih oke buatku,1,train,neutral
kalau dari pengalamanku adminnya responsif dan ramah sih,2,train,positive
menurutku tidak recommended ya,0,train,negative
fiturnya jalan sesuai deskripsi dari pengalaman pertama sih,1,train,neutral
kualitasnya lumayan dari segi fitur menurutku,1,train,neutral
jujur ya delivery normal tidak cepat tidak lambat ya,1,train,neutral
review singkat pelayanan sangat lambat dari pengalaman pertama banget,0,train,negative
jujur ya harga tidak sebanding dari pengalaman pertama buatku,0,train,negative
menurutku produk ini mengecewakan dari segi fitur bnget,0,train,negative
buatku worth it bgt buat dibeli banget,2,train,positive
buatku saya nggak puas dari segi fitur sih!,0,train,negative
kualitasnya lumayan untuk harga segini buatku,1,train,neutral
menurutku kualitasnya lumayan ya,1,train,neutral
menurutku adminnya susah dihubungi sih,0,train,negative
review singkat recommended banget buat pemakaian harian,2,train,positive
review singkat fiturnya jalan sesuai deskripsi menurutku,1,train,neutral
buatku kualitasnya buruk dari segi fitur ya,0,train,negative
kalau dari pengalamanku kualitasnya lumayan buat pemakaian harian...,1,train,neutral
menurutku kualitasnya mantap buat pemakaian harian sih,2,train,positive
menurutku fiturnya cukup membantu buatku,1,train,neutral
buatku harga sesuai kualitas buat pemakaian harian!,2,train,positive
menurutku delivery normal tidak cepat tidak lambat buat pemakaian harian ya!,1,train,neutral
kalau dari pengalamanku produk ini standar dari pengalaman pertama buatku,1,train,neutral
kalau dari pengalamanku produk ini sangat bagus banget,2,train,positive
buatku pengiriman tepat waktu dari segi fitur buatku!,2,train,positive
review singkat packaging rusak waktu sampai buat pemakaian harian ya,0,train,negative
review singkat servis cukup biasa untuk harga segini menurutku,1,train,neutral
buatku fiturnya sering error dari pengalaman pertama ya,0,train,negative
pengalaman saya biasa saja dari pengalaman pertama ya,1,train,neutral
menurutku servis cukup biasa dari segi fitur ya,1,train,neutral
buatku harga tidak sebanding dari pengalaman pertama!,0,train,negative
kalau dari pengalamanku produk ini mengecewakan dari segi fitur menurutku,0,train,negative
buatku delivery terlambat dari pengalaman pertama menurutku,0,train,negative
review singkat pengalaman saya biasa saja dari segi fitur ya,1,train,neutral
menurutku saya suka hasilnya ya.,2,train,positive
kalau dari pengalamanku fiturnya jalan sesuai deskripsi untuk harga segini menurutku,1,train,neutral
menurutku fiturnya sering error untuk harga segini ya,0,train,negative
pengiriman sesuai estimasi buat pemakaian harian menurutku,1,train,neutral
packaging rapi dan aman buat pemakaian harian ya...,2,train,positive
produk ini sangat bagus menurutku,2,train,positive
kalau dari pengalamanku dipakai harian tetap nyaman untuk harga segini banget,2,train,positive
saya suka hasilnya buat pemakaian harian menurutku,2,train,positive
jujur ya pengalaman saya biasa saja untuk harga segini menurutku!,1,train,neutral
fiturnya cukup membantu dari pengalaman pertama,1,train,neutral
fiturnya jalan sesuai deskripsi buat pemakaian harian ya.,1,train,neutral
menurutku delivery terlambat banget,0,train,negative
review singkat kualitasnya mantap dari segi fitur ya...,2,train,positive
menurutku fiturnya sering error untuk harga segini...,0,train,negative
review singkat produk ini standar dari pengalaman pertama banget,1,train,neutral
servis cukup biasa untuk harga segini buatku,1,train,neutral
jujur ya saya suka hasilnya untuk harga segini sih,2,train,positive
jujur ya worth it banget buat dibeli untuk harga segini banget,2,train,positive
jujur ya harga masih oke untuk harga segini ya,1,train,neutral
kalau dari pengalamanku pelayanan cepat dan memuaskan dari segi fitur,2,train,positive
review singkat fiturnya sering error dari pengalaman pertama menurutku,0,train,negative
kalau dari pengalamanku hasilnya tidak buruk tidak istimewa buat pemakaian harian ya!,1,train,neutral
pengiriman terlambat dari segi fitur banget,0,train,negative
buatku fiturnya jalan sesuai deskripsi dari pengalaman pertama sih,1,train,neutral
kalau dari pengalamanku delivery normal ga cepat tidak lambat untuk harga segini ya,1,train,neutral
review singkat harga nggak sebanding dari pengalaman pertama...,0,train,negative
fiturnya jalan sesuai deskripsi dari segi fitur sih,1,train,neutral
adminnya susah dihubungi menurutku,0,train,negative
kalau dari pengalamanku produk ini mengecewakan sih,0,train,negative
hasilnya tidak buruk tidak istimewa dari segi fitur sih,1,train,neutral
kalau dari pengalamanku pengiriman tepat waktu buat pemakaian harian ya,2,train,positive
buatku pelayanan cepat dan memuaskan dari pengalaman pertama ya,2,train,positive
pengiriman tepat waktu dari pengalaman pertama,2,train,positive
kalau dari pengalamanku kualitasnya buruk dari segi fitur ya,0,train,negative
review singkat kualitasnya lumayan menurutku,1,train,neutral
kalau dari pengalamanku overall masih oke untuk harga segini dari segi fitur ya,1,train,neutral
menurutku dipakai harian tetap nyaman untuk harga segini menurutku...,2,train,positive
harga sesuai kualitas dari segi fitur sih,2,train,positive
kalau dari pengalamanku pelayanan cukup biasa untuk harga segini buatku,1,train,neutral
review singkat pengiriman sesuai estimasi buat pemakaian harian ya,1,train,neutral
pengiriman normal ga cepat tidak lambat menurutku,1,train,neutral
jujur ya harga tidak sebanding untuk harga segini sih,0,train,negative
buatku pengiriman terlambat,0,train,negative
menurutku hasilnya nggak buruk tidak istimewa buat pemakaian harian banget!,1,train,neutral
buatku worth it banget buat dibeli dari pengalaman pertama banget!,2,train,positive
worth it bgt buat dibeli dari pengalaman pertama,2,train,positive
buatku barang datang dalam kondisi jelek buatku,0,train,negative
review singkat fiturnya jalan sesuai deskripsi buat pemakaian harian ya,1,train,neutral
pelayanan sangat lambat untuk harga segini menurutku!,0,train,negative
review singkat kwalitasnya mantap buat pemakaian harian sih,2,train,positive
review singkat kualitasnya buruk buat pemakaian harian banget,0,train,negative
dipakai harian tetap nyaman banget.,2,train,positive
buatku kualitasnya mantap buat pemakaian harian menurutku,2,train,positive
review singkat harga sesuai kualitas dari pengalaman pertama,2,train,positive
buatku delivery tepat waktu dari pengalaman pertama buatku,2,train,positive
jujur ya pengiriman sesuai estimasi untuk harga segini ya.,1,train,neutral
kalau dari pengalamanku sejauh ini aman tapi belum spesial buatku,1,train,neutral
jujur ya fiturnya sangat membantu dari segi fitur buatku...,2,train,positive
kalau dari pengalamanku saya suka hasilnya buat pemakaian harian sih,2,train,positive
jujur ya pelayanan sangat lambat sih,0,train,negative
saya gak puas menurutku.,0,train,negative
jujur ya servis cukup biasa untuk harga segini.,1,train,neutral
buatku saya tidak puas dari segi fitur,0,train,negative
dipakai sebentar langsung bermasalah buat pemakaian harian bgt,0,train,negative
review singkat pengalaman saya biasa saja dari segi fitur menurutku,1,train,neutral
tidak recommended buat pemakaian harian ya,0,train,negative
jujur ya tidak recommended untuk harga segini banget,0,train,negative
pengiriman normal tidak cepat tidak lambat banget,1,train,neutral
kalau dari pengalamanku dipakai sebentar langsung bermasalah untuk harga segini ya,0,train,negative
menurutku dipakai sebentar langsung bermasalah sih,0,train,negative
buatku packaging rusak waktu sampai dari segi fitur sih,0,train,negative
kalau dari pengalamanku saya tidak puas untuk harga segini,0,train,negative
review singkat pelayanannya cepat dan memuaskan ya,2,train,positive
jujur ya fiturnya beneran membantu menurutku,2,train,positive
kalau dari pengalamanku sejauh ini aman tapi belum spesial dari segi fitur,1,train,neutral
menurutku harga masih oke untuk harga segini ya,1,train,neutral
review singkat fiturnya cukup membantu dari pengalaman pertama sih,1,train,neutral
hasilnya nggak buruk tidak istimewa dari pengalaman pertama banget...,1,train,neutral
menurutku dipakai harian tetap nyaman banget,2,train,positive
kalau dari pengalamanku produk ini zonk dari segi fitur menurutku...,0,train,negative
review singkat pelayanan cepat dan memuaskan dari segi fitur sih,2,train,positive
jujur ya fiturnya cukup membantu,1,train,neutral
overall masih oke untuk harga segini dari pengalaman pertama sih,1,train,neutral
jujur ya worth it banget buat dibeli untuk harga segini,2,train,positive
buatku fiturnya sangat membantu untuk harga segini menurutku,2,train,positive
buatku fiturnya cukup membantu buat pemakaian harian banget,1,train,neutral
review singkat pelayanan sangat lambat dari segi fitur,0,train,negative
review singkat kualitasnya mantap buat pemakaian harian bgt,2,train,positive
buatku pelayanan cukup biasa dari segi fitur buatku,1,train,neutral
kalau dari pengalamanku pengiriman tepat waktu sih,2,train,positive
menurutku dipakai harian tetap nyaman bgt!,2,train,positive
buatku pengalaman saya biasa saja dari segi fitur,1,train,neutral
jujur ya packaging rusak waktu sampai dari segi fitur,0,train,negative
menurutku pelayanan cukup biasa dari pengalaman pertama.,1,train,neutral
kalau dari pengalamanku fiturnya sangat membantu banget,2,train,positive
menurutku pengalaman saya biasa saja untuk harga segini,1,train,neutral
kalau dari pengalamanku pengalaman saya biasa saja,1,train,neutral
review singkat kualitasnya buruk dari pengalaman pertama banget,0,train,negative
recommended banget untuk harga segini,2,train,positive
review singkat saya tidak puas buat pemakaian harian buatku,0,train,negative
buatku harga nggak sebanding buat pemakaian harian buatku,0,train,negative
kalau dari pengalamanku sejauh ini aman tapi belum spesial untuk harga segini ya,1,train,neutral
pelayanan sangat lambat banget,0,train,negative
review singkat adminnya responsif dan ramah dari pengalaman pertama sih,2,train,positive
menurutku servis cukup biasa untuk harga segini bnget,1,train,neutral
menurutku dipakai sebentar langsung bermasalah buat pemakaian harian buatku,0,train,negative
buatku packaging rapi dan aman untuk harga segini sih,2,train,positive
menurutku kualitasnya lumayan buat pemakaian harian buatku,1,train,neutral
kalau dari pengalamanku dipakai sebentar langsung bermasalah untuk harga segini bnget!,0,train,negative
review singkat produk ini sangat bagus untuk harga segini!,2,train,positive
buatku harga masih oke dari pengalaman pertama menurutku,1,train,neutral
review singkat harga tidak sebanding,0,train,negative
kalau dari pengalamanku barang ini standar banget,1,train,neutral
jujur ya pengiriman sesuai estimasi dari segi fitur sih,1,train,neutral
jujur ya saya nggak puas dari segi fitur ya,0,train,negative
buatku pengiriman normal nggak cepat tidak lambat buat pemakaian harian sih...,1,train,neutral
review singkat fiturnya sering error buat pemakaian harian buatku.,0,train,negative
review singkat kualitasnya lumayan dari segi fitur sih,1,train,neutral
harga tidak sebanding dari pengalaman pertama menurutku,0,train,negative
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian buatku,1,train,neutral
menurutku fiturnya sangat membantu untuk harga segini sih,2,train,positive
kalau dari pengalamanku dipakai harian tetap nyaman dari pengalaman pertama sih,2,train,positive
buatku pengiriman terlambat buat pemakaian harian bnget,0,train,negative
buatku pengiriman tepat waktu buat pemakaian harian,2,train,positive
menurutku fiturnya jalan sesuai deskripsi dari segi fitur banget!,1,train,neutral
review singkat produk ini standar dari segi fitur ya,1,train,neutral
kalau dari pengalamanku kualitasnya mantap,2,train,positive
buatku packaging rusak waktu sampai buat pemakaian harian buatku!,0,train,negative
pengiriman normal gak cepat tidak lambat dari segi fitur sih,1,train,neutral
menurutku saya suka hasilnya untuk harga segini banget,2,train,positive
jujur ya barang datang dalam kondisi jelek untuk harga segini banget.,0,train,negative
review singkat harga masih oke dari segi fitur buatku,1,train,neutral
tidak recommended buat pemakaian harian buatku,0,train,negative
kalau dari pengalamanku pengiriman tepat waktu untuk harga segini ya,2,train,positive
buatku barang datang dalam kondisi jelek untuk harga segini ya,0,train,negative
kalau dari pengalamanku packaging rusak waktu sampai buat pemakaian harian ya,0,train,negative
barang ini zonk untuk harga segini banget,0,train,negative
buatku dipakai harian tetap nyaman dari pengalaman pertama ya!,2,train,positive
barang datang dalam kondisi jelek buat pemakaian harian,0,train,negative
menurutku adminnya susah dihubungi untuk harga segini sih!,0,train,negative
buatku kualitasnya buruk!,0,train,negative
jujur ya fiturnya sering error buatku,0,train,negative
jujur ya worth it banget buat dibeli buat pemakaian harian sih,2,train,positive
buatku produk ini zonk dari pengalaman pertama buatku,0,train,negative
review singkat recommended banget buat pemakaian harian sih,2,train,positive
packaging rusak waktu sampai sih,0,train,negative
menurutku kwalitasnya buruk dari segi fitur,0,train,negative
menurutku pengiriman normal nggak cepat tidak lambat dari segi fitur,1,train,neutral
kalau dari pengalamanku produk ini standar dari pengalaman pertama ya,1,train,neutral
buatku produk ini standar dari pengalaman pertama buatku.,1,train,neutral
buatku pelayanan cukup biasa buat pemakaian harian banget,1,train,neutral
fiturnya jalan sesuai deskripsi dari segi fitur buatku,1,train,neutral
buatku kwalitasnya buruk dari segi fitur buatku,0,train,negative
review singkat kualitasnya mantap buat pemakaian harian ya,2,train,positive
menurutku produk ini zonk buatku,0,train,negative
buatku dipakai harian tetap nyaman dari segi fitur menurutku,2,train,positive
pengiriman normal ga cepat tidak lambat buat pemakaian harian ya,1,train,neutral
review singkat saya tidak puas dari pengalaman pertama,0,train,negative
jujur ya produk ini standar banget!,1,train,neutral
rekomen banget buat pemakaian harian,2,train,positive
review singkat sejauh ini aman tapi belum spesial dari pengalaman pertama sih...,1,train,neutral
kalau dari pengalamanku saya tidak puas,0,train,negative
review singkat delivery normal tidak cepat tidak lambat dari pengalaman pertama ya,1,train,neutral
menurutku produk ini standar dari pengalaman pertama ya,1,train,neutral
buatku packaging rusak waktu sampai buat pemakaian harian sih!,0,train,negative
review singkat adminnya susah dihubungi dari segi fitur banget,0,train,negative
menurutku fiturnya sering error buat pemakaian harian,0,train,negative
jujur ya pelayanan cepat dan memuaskan dari segi fitur ya,2,train,positive
review singkat overall masih oke untuk harga segini dari segi fitur menurutku,1,train,neutral
fiturnya cukup membantu dari segi fitur,1,train,neutral
jujur ya pengiriman sesuai estimasi dari pengalaman pertama banget,1,train,neutral
review singkat pengalaman saya biasa saja ya,1,train,neutral
pengiriman sesuai estimasi buat pemakaian harian ya...,1,train,neutral
jujur ya fiturnya sangat membantu menurutku,2,train,positive
buatku overall masih oke untuk harga segini dari pengalaman pertama sih,1,train,neutral
jujur ya adminnya responsif dan ramah untuk harga segini.,2,train,positive
jujur ya packaging rusak waktu sampai sih,0,train,negative
review singkat produk ini sangat bagus untuk harga segini menurutku,2,train,positive
menurutku pelayanan cukup biasa untuk harga segini ya,1,train,neutral
menurutku adminnya susah dihubungi dari pengalaman pertama banget,0,train,negative
review singkat pengiriman normal tidak cepat tidak lambat ya,1,train,neutral
review singkat kualitasnya buruk menurutku,0,train,negative
fiturnya sering error dari segi fitur ya,0,train,negative
jujur ya pelayanan cukup biasa dari segi fitur buatku,1,train,neutral
buatku worth it banget buat dibeli untuk harga segini buatku,2,train,positive
buatku packaging rapi dan aman ya,2,train,positive
jujur ya overall masih oke untuk harga segini ya,1,train,neutral
jujur ya adminnya susah dihubungi menurutku,0,train,negative
menurutku harga masih oke buat pemakaian harian bnget,1,train,neutral
produk ini standar dari pengalaman pertama menurutku...,1,train,neutral
menurutku tidak rekomen menurutku,0,train,negative
menurutku fiturnya sangat membantu buat pemakaian harian buatku,2,train,positive
harga masih oke menurutku,1,train,neutral
buatku worth it banget buat dibeli buat pemakaian harian ya,2,train,positive
harga sesuai kualitas dari segi fitur ya,2,train,positive
kalau dari pengalamanku tidak recommended untuk harga segini ya,0,train,negative
jujur ya pelayanan cukup biasa untuk harga segini sih,1,train,neutral
jujur ya pengiriman tepat waktu,2,train,positive
buatku kualitasnya buruk untuk harga segini menurutku,0,train,negative
menurutku kualitasnya mantap dari pengalaman pertama ya,2,train,positive
produk ini standar buat pemakaian harian sih,1,train,neutral
menurutku adminnya responsif dan ramah buat pemakaian harian ya,2,train,positive
jujur ya kualitasnya mantap dari pengalaman pertama menurutku,2,train,positive
kalau dari pengalamanku recommended bgt untuk harga segini buatku,2,train,positive
jujur ya saya gak puas buat pemakaian harian,0,train,negative
produk ini sangat bagus buat pemakaian harian buatku,2,train,positive
jujur ya adminnya responsif dan ramah dari segi fitur buatku,2,train,positive
jujur ya packaging rapi dan aman dari segi fitur ya,2,train,positive
worth it banget buat dibeli dari pengalaman pertama menurutku,2,train,positive
review singkat adminnya responsif dan ramah menurutku!,2,train,positive
buatku saya tidak puas buat pemakaian harian menurutku!,0,train,negative
jujur ya recommended banget untuk harga segini ya,2,train,positive
jujur ya fiturnya sangat membantu dari pengalaman pertama menurutku,2,train,positive
fiturnya sering error untuk harga segini menurutku,0,train,negative
menurutku dipakai harian tetap nyaman banget,2,train,positive
kalau dari pengalamanku sejauh ini aman tapi belum spesial sih,1,train,neutral
jujur ya produk ini sangat bagus untuk harga segini sih,2,train,positive
kalau dari pengalamanku kualitasnya mantap,2,train,positive
menurutku adminnya responsif dan ramah dari pengalaman pertama ya!,2,train,positive
menurutku produk ini standar bgt,1,train,neutral
buatku sejauh ini aman tapi belum spesial dari pengalaman pertama sih,1,train,neutral
menurutku pengiriman tepat waktu buat pemakaian harian sih,2,train,positive
review singkat pengalaman saya biasa saja,1,train,neutral
jujur ya kualitasnya lumayan dari segi fitur menurutku,1,train,neutral
review singkat dipakai harian tetap nyaman untuk harga segini,2,train,positive
review singkat sejauh ini aman tapi belum spesial buat pemakaian harian...,1,train,neutral
menurutku worth it banget buat dibeli dari segi fitur,2,train,positive
menurutku dipakai sebentar langsung bermasalah buat pemakaian harian sih...,0,train,negative
buatku pelayanan sangat lambat dari segi fitur menurutku,0,train,negative
fiturnya cukup membantu buat pemakaian harian,1,train,neutral
menurutku harga masih oke untuk harga segini ya,1,train,neutral
review singkat adminnya susah dihubungi buat pemakaian harian buatku,0,train,negative
pelayanannya cepat dan memuaskan untuk harga segini buatku,2,train,positive
kalau dari pengalamanku pengalaman saya biasa saja menurutku,1,train,neutral
review singkat kualitasnya mantap untuk harga segini,2,train,positive
harga sesuai kwalitas buat pemakaian harian sih!,2,train,positive
kualitasnya lumayan buat pemakaian harian,1,train,neutral
pelayanan sangat lambat sih,0,train,negative
menurutku packaging rapi dan aman untuk harga segini banget,2,train,positive
buatku kualitasnya mantap buat pemakaian harian banget.,2,train,positive
jujur ya sejauh ini aman tapi belum spesial buat pemakaian harian,1,train,neutral
buatku overall masih oke untuk harga segini buat pemakaian harian,1,train,neutral
menurutku worth it bnget buat dibeli buatku!,2,train,positive
buatku harga tidak sebanding dari segi fitur sih,0,train,negative
saya tidak puas,0,train,negative
kalau dari pengalamanku harga ga sebanding banget,0,train,negative
jujur ya sejauh ini aman tapi belum spesial,1,train,neutral
buatku pelayanan cukup biasa sih,1,train,neutral
buatku dipakai sebentar langsung bermasalah menurutku,0,train,negative
review singkat harga tidak sebanding,0,train,negative
review singkat overall masih oke untuk harga segini ya...,1,train,neutral
buatku adminnya responsif dan ramah untuk harga segini ya,2,train,positive
kalau dari pengalamanku dipakai harian tetap nyaman dari pengalaman pertama,2,train,positive
review singkat pengiriman terlambat buat pemakaian harian menurutku,0,train,negative
buatku sejauh ini aman tapi belum spesial dari segi fitur sih,1,train,neutral
kalau dari pengalamanku sejauh ini aman tapi belum spesial dari pengalaman pertama menurutku,1,train,neutral
jujur ya fiturnya sangat membantu dari segi fitur ya.,2,train,positive
jujur ya pengiriman tepat waktu,2,train,positive
kalau dari pengalamanku servis cukup biasa dari segi fitur,1,train,neutral
jujur ya dipakai harian tetap nyaman untuk harga segini buatku,2,train,positive
buatku adminnya responsif dan ramah,2,train,positive
jujur ya dipakai sebentar langsung bermasalah buat pemakaian harian sih,0,train,negative
harga gak sebanding menurutku!,0,train,negative
jujur ya harga tidak sebanding ya,0,train,negative
review singkat harga masih oke untuk harga segini ya,1,train,neutral
menurutku produk ini standar buat pemakaian harian ya.,1,train,neutral
buatku recommended banget dari pengalaman pertama ya,2,train,positive
jujur ya pelayanan cepat dan ok menurutku.,2,train,positive
review singkat packaging rusak waktu sampai untuk harga segini sih...,0,train,negative
kalau dari pengalamanku saya tidak puas dari segi fitur buatku,0,train,negative
buatku worth it banget buat dibeli dari pengalaman pertama banget,2,train,positive
buatku sejauh ini aman tapi belum spesial buat pemakaian harian buatku,1,train,neutral
